txn_id,sender_id,recipient_id,amount,currency,channel,timestamp,sender_age,sender_tenure_days,sender_typical_amount,recipient_is_new_to_sender,recipient_account_age_days,recipient_distinct_senders_1h,recipient_distinct_senders_24h,recipient_distinct_senders_7d,has_credential_event,credential_event_type,credential_event_minutes_before_txn,credential_failed_attempts,label
TXN-0008373,SND-01106,REC-02941,4493.99,KES,p2p,2026-07-06T13:29:49,39,1132,120.22,1,32,0,0,2,1,sim_swap_alert,128.3845,0,0
TXN-0008374,SND-01808,REC-01858,1347.76,KES,p2p,2026-07-23T11:31:14,31,578,202.91,0,49,0,0,2,0,none,0.0,0,0
TXN-0008375,SND-03088,REC-00517,272.48,GHS,agent_cashout,2026-07-02T19:15:39,26,367,102.08,1,129,0,0,3,1,otp_delay_retry,0.8598,8,0
TXN-0008376,SND-00661,REC-01005,60.29,UGX,p2p,2026-07-30T19:47:19,35,176,51.82,0,343,0,0,2,1,sim_swap_alert,3.3947,4,1
TXN-0008377,SND-00247,REC-00438,518.41,UGX,merchant,2026-07-30T17:22:56,64,1098,750.83,1,551,1,1,1,0,none,0.0,0,0
TXN-0008378,SND-03060,REC-00588,1883.5,GHS,merchant,2026-07-19T12:27:50,20,199,901.74,0,1241,17,52,114,0,none,0.0,0,1
TXN-0008379,SND-01154,REC-02660,1127.62,ZAR,agent_cashout,2026-07-12T18:08:01,39,1072,831.92,0,28,0,0,3,0,none,0.0,0,1
TXN-0008380,SND-00866,REC-02635,60.55,ZAR,bill_pay,2026-07-13T05:16:22,34,50,59.81,1,293,7,41,89,1,pin_failed_then_success,2.9576,2,0
TXN-0008381,SND-02279,REC-00106,23.81,GHS,bill_pay,2026-07-20T19:48:29,50,624,27.36,0,18,0,0,0,0,none,0.0,0,0
TXN-0008382,SND-00132,REC-01490,43.57,ZAR,p2p,2026-07-28T21:25:43,37,104,34.62,1,741,12,29,45,0,none,0.0,0,1
TXN-0008383,SND-01574,REC-00227,2140.4,TZS,merchant,2026-07-16T11:02:04,47,2155,179.83,0,156,0,0,3,0,none,0.0,0,1
TXN-0008384,SND-01289,REC-01664,206.97,NGN,bill_pay,2026-07-23T22:28:45,30,1054,323.28,0,361,0,1,1,0,none,0.0,0,0
TXN-0008385,SND-00489,REC-02470,2115.41,KES,agent_cashout,2026-07-15T16:26:49,47,163,856.98,0,986,0,1,3,1,pin_failed_then_success,7.0807,7,1
TXN-0008386,SND-00663,REC-00426,14043.65,TZS,p2p,2026-07-25T18:44:47,36,2906,968.48,0,258,0,1,2,1,password_reset,11.5851,1,1
TXN-0008387,SND-02749,REC-02983,152.98,ZAR,p2p,2026-07-16T16:04:58,33,154,139.87,0,235,0,0,2,0,none,0.0,0,0
TXN-0008388,SND-02269,REC-01535,538.32,UGX,p2p,2026-07-02T14:18:39,20,205,657.23,0,139,0,1,3,0,none,0.0,0,0
TXN-0008389,SND-00015,REC-01094,2253.6,XOF,bill_pay,2026-07-13T18:06:50,29,511,333.13,0,145,0,0,2,0,none,0.0,0,0
TXN-0008390,SND-03211,REC-00630,3059.1,UGX,agent_cashout,2026-07-11T08:16:12,46,52,323.27,1,1699,1,1,2,1,pin_failed_then_success,51.2129,2,1
TXN-0008391,SND-02166,REC-00604,95.32,TZS,merchant,2026-07-03T17:51:17,30,1382,68.0,0,55,0,0,4,1,device_change,15.4063,0,0
TXN-0008392,SND-00612,REC-01011,631.15,NGN,bill_pay,2026-07-03T16:42:29,47,354,432.77,1,730,0,1,2,1,password_reset,91.5156,0,0
TXN-0008393,SND-02087,REC-01797,271.61,TZS,p2p,2026-07-05T16:10:14,35,237,266.82,0,104,0,0,0,0,none,0.0,0,0
TXN-0008394,SND-00391,REC-00632,17449.41,TZS,p2p,2026-07-25T10:10:27,32,1875,579.3,0,47,1,1,3,1,device_change,36.2496,1,0
TXN-0008395,SND-03633,REC-01032,2035.08,ZAR,p2p,2026-07-04T10:41:16,29,394,164.59,0,656,0,1,3,0,none,0.0,0,0
TXN-0008396,SND-03339,REC-00903,118.27,KES,p2p,2026-07-12T18:58:59,28,945,94.62,0,66,0,1,4,0,none,0.0,0,0
TXN-0008397,SND-02804,REC-02616,1159.84,GHS,merchant,2026-07-14T14:11:58,31,2132,469.39,0,671,0,0,3,0,none,0.0,0,0
TXN-0008398,SND-01020,REC-00049,2167.23,XOF,p2p,2026-07-22T22:42:00,48,405,1631.94,0,4,0,0,2,1,password_reset,73.8029,0,0
TXN-0008399,SND-02834,REC-01752,1722.81,XOF,agent_cashout,2026-07-29T19:38:53,27,679,1912.42,0,178,8,51,66,0,none,0.0,0,1
TXN-0008400,SND-02744,REC-01975,113.04,TZS,p2p,2026-07-22T19:07:42,28,354,121.78,1,243,14,30,108,0,none,0.0,0,0
TXN-0008401,SND-03771,REC-00765,3726.0,KES,bill_pay,2026-07-09T15:51:27,26,3112,591.44,0,411,0,0,2,0,none,0.0,0,1
TXN-0008402,SND-00921,REC-02946,4002.58,ZAR,p2p,2026-07-25T15:43:58,33,1075,354.55,1,175,0,1,1,0,none,0.0,0,0
TXN-0008403,SND-00861,REC-00018,14770.34,XOF,p2p,2026-07-02T12:48:55,32,401,517.02,0,738,0,1,3,1,device_change,15.5301,0,1
TXN-0008404,SND-01261,REC-01436,908.39,TZS,bill_pay,2026-07-03T16:35:26,49,395,139.36,1,85,0,1,3,0,none,0.0,0,0
TXN-0008405,SND-01505,REC-02628,103.14,KES,p2p,2026-07-19T17:01:26,41,142,101.39,1,754,0,0,0,1,sim_swap_alert,10.9907,1,0
TXN-0008406,SND-00679,REC-00573,930.23,UGX,p2p,2026-07-14T15:53:03,43,647,1069.62,0,134,9,33,142,0,none,0.0,0,1
TXN-0008407,SND-02530,REC-00799,239.48,NGN,merchant,2026-07-13T12:56:26,31,467,193.11,0,342,0,0,0,0,none,0.0,0,0
TXN-0008408,SND-00196,REC-02581,5434.72,ZAR,merchant,2026-07-20T09:12:28,59,1753,644.68,0,4,0,0,3,1,otp_delay_retry,9.3176,0,1
TXN-0008409,SND-03721,REC-02281,853.15,KES,agent_cashout,2026-07-06T20:47:13,26,666,301.04,1,159,0,1,2,0,none,0.0,0,1
TXN-0008410,SND-03228,REC-00839,9129.15,XOF,p2p,2026-07-21T06:53:47,29,1452,678.19,0,138,0,1,1,0,none,0.0,0,0
TXN-0008411,SND-00891,REC-02445,160.48,GHS,p2p,2026-07-30T08:59:50,22,424,147.92,0,584,0,0,0,0,none,0.0,0,0
TXN-0008412,SND-03714,REC-00005,128.8,NGN,p2p,2026-07-08T11:52:34,33,239,250.9,0,152,0,3,3,0,none,0.0,0,0
TXN-0008413,SND-00578,REC-01003,885.91,GHS,p2p,2026-07-20T14:36:59,32,138,430.12,1,880,0,0,1,1,device_change,21.8781,4,0
TXN-0008414,SND-01974,REC-00413,26.75,KES,merchant,2026-07-30T16:33:34,25,314,24.34,0,94,0,0,3,0,none,0.0,0,0
TXN-0008415,SND-03799,REC-00353,44.8,NGN,p2p,2026-07-17T13:38:16,48,328,58.56,0,295,0,0,1,1,password_reset,14.7119,6,0
TXN-0008416,SND-00148,REC-00989,481.67,GHS,p2p,2026-07-07T15:20:38,56,142,575.98,0,384,0,3,5,0,none,0.0,0,0
TXN-0008417,SND-03477,REC-02067,4427.69,UGX,agent_cashout,2026-07-09T07:27:44,22,20,714.56,1,25,0,1,6,1,otp_delay_retry,17.463,0,0
TXN-0008418,SND-00668,REC-00690,1413.31,NGN,agent_cashout,2026-07-15T16:35:35,26,437,251.3,1,745,0,0,2,1,sim_swap_alert,14.2512,6,0
TXN-0008419,SND-03300,REC-00037,82.36,ZAR,p2p,2026-07-08T08:41:42,37,1027,108.28,0,83,1,1,2,0,none,0.0,0,0
TXN-0008420,SND-03745,REC-00308,1299.53,KES,bill_pay,2026-07-14T11:27:06,21,195,479.35,0,135,0,0,1,0,none,0.0,0,0
TXN-0008421,SND-02236,REC-02715,561.16,UGX,p2p,2026-07-05T08:04:10,28,671,75.73,1,909,0,0,2,1,device_change,9.5801,1,1
TXN-0008422,SND-01789,REC-00360,270.2,KES,bill_pay,2026-07-20T14:44:31,53,158,238.15,1,118,0,0,0,0,none,0.0,0,0
TXN-0008423,SND-01584,REC-01625,546.88,KES,agent_cashout,2026-07-24T20:03:46,48,174,116.53,1,54,0,0,2,1,otp_delay_retry,15.6057,0,0
TXN-0008424,SND-03037,REC-00651,38.59,UGX,agent_cashout,2026-07-23T18:15:04,36,645,41.52,0,95,12,47,150,0,none,0.0,0,1
TXN-0008425,SND-00422,REC-01466,8803.65,NGN,agent_cashout,2026-07-02T18:56:50,25,1171,426.01,1,93,0,0,2,0,none,0.0,0,0
TXN-0008426,SND-02063,REC-02895,2386.36,NGN,agent_cashout,2026-07-24T01:24:51,37,845,221.91,0,257,0,0,1,0,none,0.0,0,1
TXN-0008427,SND-03833,REC-02557,10.93,NGN,agent_cashout,2026-07-24T16:36:36,34,401,10.8,0,953,1,1,2,0,none,0.0,0,0
TXN-0008428,SND-03307,REC-00017,14069.24,GHS,p2p,2026-07-03T16:39:47,40,163,1049.02,1,31,0,2,6,1,sim_swap_alert,12.1222,0,1
TXN-0008429,SND-00938,REC-00872,31.5,NGN,merchant,2026-07-11T03:17:52,35,121,24.97,0,70,0,0,1,0,none,0.0,0,0
TXN-0008430,SND-02568,REC-02287,961.73,UGX,p2p,2026-07-03T09:42:04,43,968,808.47,0,7,0,0,2,1,password_reset,26.8449,1,0
TXN-0008431,SND-01597,REC-00361,257.35,ZAR,p2p,2026-07-30T04:13:05,52,1120,179.3,1,78,0,0,1,0,none,0.0,0,0
TXN-0008432,SND-03798,REC-02137,126.67,UGX,p2p,2026-07-24T21:52:37,27,2986,105.36,0,32,0,0,1,0,none,0.0,0,0
TXN-0008433,SND-01378,REC-02895,2131.82,XOF,bill_pay,2026-07-11T21:51:19,35,114,180.3,0,257,1,1,4,1,password_reset,0.234,0,0
TXN-0008434,SND-00750,REC-01947,250.61,UGX,bill_pay,2026-07-09T09:34:26,44,533,330.42,0,1571,0,0,3,0,none,0.0,0,0
TXN-0008435,SND-03317,REC-01184,874.04,KES,merchant,2026-07-12T00:42:57,35,1102,761.18,0,627,0,1,2,1,otp_delay_retry,1.6706,7,1
TXN-0008436,SND-00127,REC-01434,429.69,KES,bill_pay,2026-07-18T19:52:39,25,1125,54.53,0,239,0,0,0,1,device_change,16.4066,1,0
TXN-0008437,SND-03209,REC-02472,2080.59,KES,p2p,2026-07-13T20:23:43,55,286,383.5,0,1624,0,0,2,1,pin_failed_then_success,9.4791,9,0
TXN-0008438,SND-02205,REC-02471,10.09,NGN,agent_cashout,2026-07-07T10:47:07,27,411,10.0,0,182,0,0,1,1,sim_swap_alert,13.3526,0,0
TXN-0008439,SND-01495,REC-00486,459.53,ZAR,p2p,2026-07-14T10:34:52,23,1378,254.1,0,18,0,1,5,1,sim_swap_alert,19.1751,1,0
TXN-0008440,SND-03678,REC-01931,1220.19,KES,bill_pay,2026-07-28T05:14:55,39,868,889.65,1,631,0,0,0,0,none,0.0,0,0
TXN-0008441,SND-00637,REC-00301,1839.01,UGX,p2p,2026-07-29T19:49:35,52,46,59.98,1,103,0,0,5,1,otp_delay_retry,2.4581,1,0
TXN-0008442,SND-03956,REC-00868,17266.46,NGN,merchant,2026-07-17T08:24:41,40,104,1285.5,1,1018,0,1,2,1,sim_swap_alert,21.5383,1,0
TXN-0008443,SND-01108,REC-00398,400.01,UGX,bill_pay,2026-07-15T19:25:01,23,260,438.59,0,200,0,0,2,0,none,0.0,0,0
TXN-0008444,SND-03338,REC-01136,240.8,TZS,agent_cashout,2026-07-20T13:09:08,25,867,381.45,0,53,0,0,1,0,none,0.0,0,0
TXN-0008445,SND-03724,REC-02974,43.35,UGX,p2p,2026-07-10T22:53:44,23,357,33.94,0,567,0,2,2,0,none,0.0,0,0
TXN-0008446,SND-01850,REC-00961,124.3,KES,agent_cashout,2026-07-30T11:00:51,25,208,127.8,0,184,0,0,2,0,none,0.0,0,0
TXN-0008447,SND-00607,REC-00652,51.44,TZS,bill_pay,2026-07-01T16:42:39,56,81,81.43,0,312,0,0,1,1,device_change,4.105,4,0
TXN-0008448,SND-01682,REC-02276,3330.34,KES,agent_cashout,2026-07-28T07:46:25,39,285,1277.68,1,29,0,2,4,0,none,0.0,0,1
TXN-0008449,SND-02316,REC-00281,2236.58,NGN,merchant,2026-07-28T14:52:37,27,415,372.64,1,73,0,0,3,0,none,0.0,0,0
TXN-0008450,SND-01214,REC-00222,1052.0,NGN,agent_cashout,2026-07-13T21:37:52,36,493,929.38,1,575,0,0,1,0,none,0.0,0,0
TXN-0008451,SND-03582,REC-02435,6358.84,NGN,bill_pay,2026-07-13T09:05:51,32,1395,106.59,0,188,0,1,4,1,device_change,80.6956,0,0
TXN-0008452,SND-03808,REC-02424,19.85,UGX,p2p,2026-07-20T08:51:48,44,748,19.42,0,99,0,0,2,0,none,0.0,0,0
TXN-0008453,SND-01487,REC-02376,8324.11,NGN,p2p,2026-07-28T07:05:48,23,96,510.9,0,468,0,0,2,1,pin_failed_then_success,81.5635,1,0
TXN-0008454,SND-03016,REC-02039,129.81,UGX,merchant,2026-07-12T17:24:40,45,233,86.58,0,179,0,0,0,0,none,0.0,0,0
TXN-0008455,SND-03612,REC-01828,242.43,NGN,p2p,2026-07-14T16:34:19,31,613,282.59,1,2340,0,1,3,0,none,0.0,0,0
TXN-0008456,SND-01126,REC-01231,36.36,UGX,bill_pay,2026-07-07T18:52:38,46,26,51.61,0,507,0,0,2,1,sim_swap_alert,48.0028,3,0
TXN-0008457,SND-01484,REC-02453,1763.21,TZS,p2p,2026-07-09T07:12:31,26,245,2650.38,0,1422,0,0,2,0,none,0.0,0,0
TXN-0008458,SND-02024,REC-01900,13472.02,KES,agent_cashout,2026-07-05T06:24:34,39,306,642.86,0,510,0,1,4,0,none,0.0,0,0
TXN-0008459,SND-00397,REC-01193,101.74,KES,bill_pay,2026-07-27T10:51:25,43,85,116.79,1,131,0,1,5,0,none,0.0,0,0
TXN-0008460,SND-00634,REC-02563,325.22,XOF,p2p,2026-07-22T20:12:55,49,473,347.67,1,157,0,0,0,0,none,0.0,0,0
TXN-0008461,SND-01262,REC-01441,317.32,TZS,agent_cashout,2026-07-19T20:21:58,44,354,41.37,1,570,0,0,2,1,sim_swap_alert,6.1515,1,1
TXN-0008462,SND-02204,REC-02649,405.52,ZAR,merchant,2026-07-17T16:45:46,28,72,457.61,0,814,0,0,0,0,none,0.0,0,0
TXN-0008463,SND-00299,REC-01365,14.94,XOF,p2p,2026-07-24T07:14:18,42,757,27.2,0,262,0,0,4,0,none,0.0,0,0
TXN-0008464,SND-00727,REC-01610,6056.2,GHS,bill_pay,2026-07-14T14:08:36,40,532,389.93,0,63,0,1,3,1,otp_delay_retry,14.9883,1,0
TXN-0008465,SND-00615,REC-02850,1457.13,TZS,p2p,2026-07-25T14:24:18,30,20,156.18,0,25,0,0,1,0,none,0.0,0,0
TXN-0008466,SND-03074,REC-01730,219.74,NGN,p2p,2026-07-25T17:06:50,22,497,174.58,1,102,0,0,1,0,none,0.0,0,0
TXN-0008467,SND-03923,REC-01835,34245.85,NGN,p2p,2026-07-16T17:54:14,27,213,1655.28,0,330,0,0,3,0,none,0.0,0,1
TXN-0008468,SND-03306,REC-01256,181.13,ZAR,agent_cashout,2026-07-01T06:35:29,42,1175,10.0,1,19,0,0,2,1,sim_swap_alert,20.3054,1,1
TXN-0008469,SND-02443,REC-02412,5328.07,GHS,merchant,2026-07-18T16:13:03,35,208,496.9,0,601,0,0,2,0,none,0.0,0,0
TXN-0008470,SND-03320,REC-00874,12340.25,UGX,p2p,2026-07-16T07:06:06,22,190,281.11,1,88,0,1,3,1,password_reset,4.702,0,1
TXN-0008471,SND-01336,REC-00354,3943.49,NGN,p2p,2026-07-16T11:59:23,24,273,2785.44,0,780,0,0,1,0,none,0.0,0,0
TXN-0008472,SND-01614,REC-00022,7760.84,NGN,agent_cashout,2026-07-02T19:29:52,24,420,1516.42,0,8,0,2,5,0,none,0.0,0,0
TXN-0008473,SND-01322,REC-00476,989.92,XOF,bill_pay,2026-07-22T18:09:13,28,1288,400.69,0,161,0,0,2,1,pin_failed_then_success,1.4673,8,0
TXN-0008474,SND-03202,REC-00836,4697.51,TZS,p2p,2026-07-14T20:10:10,44,290,106.87,1,244,0,0,2,1,password_reset,30.909,1,1
TXN-0008475,SND-00012,REC-02121,755.3,KES,p2p,2026-07-17T16:02:57,35,421,112.83,1,221,0,0,2,0,none,0.0,0,0
TXN-0008476,SND-00836,REC-02000,5530.72,GHS,bill_pay,2026-07-22T11:10:35,42,395,888.2,0,272,0,1,3,0,none,0.0,0,0
TXN-0008477,SND-03510,REC-02974,1710.6,ZAR,p2p,2026-07-16T13:40:42,47,98,684.23,1,567,0,1,1,0,none,0.0,0,0
TXN-0008478,SND-03816,REC-00914,54.44,TZS,agent_cashout,2026-07-23T09:56:33,25,710,105.73,1,48,0,0,3,0,none,0.0,0,0
TXN-0008479,SND-01568,REC-00793,125.25,UGX,p2p,2026-07-04T07:12:37,32,339,107.15,1,101,0,0,1,1,pin_failed_then_success,10.4546,3,0
TXN-0008480,SND-00337,REC-00373,13440.05,XOF,bill_pay,2026-07-11T07:26:55,38,51,452.28,1,292,0,0,2,1,sim_swap_alert,4.0804,0,0
TXN-0008481,SND-02922,REC-00856,31425.89,GHS,p2p,2026-07-10T10:47:23,45,46,771.93,0,1346,0,1,2,1,password_reset,10.53,0,0
TXN-0008482,SND-03173,REC-01211,1988.2,NGN,merchant,2026-07-18T14:32:25,49,561,258.8,0,177,0,0,1,1,sim_swap_alert,3.2765,0,0
TXN-0008483,SND-01678,REC-00182,3193.64,TZS,bill_pay,2026-07-30T07:56:54,35,504,834.1,1,213,0,3,3,0,none,0.0,0,0
TXN-0008484,SND-00592,REC-01096,1155.89,ZAR,p2p,2026-07-16T04:25:40,32,697,607.28,0,278,0,0,1,1,password_reset,0.7572,6,1
TXN-0008485,SND-02474,REC-00146,110.42,XOF,p2p,2026-07-10T07:18:03,35,326,133.47,0,29,0,1,2,0,none,0.0,0,1
TXN-0008486,SND-00259,REC-01629,14810.6,KES,bill_pay,2026-07-01T07:27:21,49,125,342.89,1,1,0,0,2,1,otp_delay_retry,107.2805,1,1
TXN-0008487,SND-00693,REC-00321,2033.18,KES,bill_pay,2026-07-07T20:04:00,49,572,959.2,1,243,0,0,1,1,pin_failed_then_success,43.3135,7,1
TXN-0008488,SND-00702,REC-01683,480.75,KES,p2p,2026-07-06T04:49:42,35,180,315.61,1,110,0,0,2,0,none,0.0,0,0
TXN-0008489,SND-03109,REC-01078,131.12,GHS,agent_cashout,2026-07-12T15:21:55,47,132,364.89,0,700,0,1,1,1,password_reset,55.3015,7,1
TXN-0008490,SND-03243,REC-02148,555.53,TZS,bill_pay,2026-07-22T12:37:53,33,358,151.59,1,7,0,0,3,0,none,0.0,0,0
TXN-0008491,SND-01204,REC-00831,145.65,TZS,bill_pay,2026-07-29T14:11:38,30,1992,179.53,0,719,0,1,1,0,none,0.0,0,0
TXN-0008492,SND-01359,REC-01075,365.64,GHS,p2p,2026-07-08T13:53:26,47,699,149.18,1,1001,0,1,2,0,none,0.0,0,0
TXN-0008493,SND-03091,REC-02886,141.37,NGN,merchant,2026-07-07T10:33:17,43,461,116.66,1,557,0,1,1,0,none,0.0,0,0
TXN-0008494,SND-01608,REC-02977,2238.77,GHS,p2p,2026-07-18T20:49:22,21,437,431.51,0,535,0,0,2,1,otp_delay_retry,20.4862,1,0
TXN-0008495,SND-00584,REC-02317,157.57,TZS,merchant,2026-07-04T10:27:23,37,147,99.19,0,112,0,1,3,0,none,0.0,0,0
TXN-0008496,SND-02756,REC-02763,2159.73,ZAR,p2p,2026-07-15T14:12:27,47,152,964.84,0,328,0,1,2,1,password_reset,1.5675,0,1
TXN-0008497,SND-03131,REC-00487,22.63,GHS,p2p,2026-07-23T17:07:52,45,75,35.11,1,42,0,0,1,0,none,0.0,0,0
TXN-0008498,SND-03598,REC-01132,85000.0,GHS,merchant,2026-07-15T12:05:29,45,77,8236.94,0,100,0,0,1,0,none,0.0,0,1
TXN-0008499,SND-02911,REC-01258,31.35,TZS,bill_pay,2026-07-23T18:01:08,27,1215,28.32,0,664,0,1,5,1,otp_delay_retry,8.0155,6,1
TXN-0008500,SND-03958,REC-00677,445.72,KES,merchant,2026-07-11T23:03:45,48,1471,303.33,0,287,0,0,2,1,device_change,67.7904,8,0
TXN-0008501,SND-02488,REC-00903,4006.65,NGN,merchant,2026-07-15T16:21:00,38,242,698.82,0,66,0,0,4,0,none,0.0,0,0
TXN-0008502,SND-00832,REC-00653,81.98,ZAR,p2p,2026-07-14T13:06:52,27,155,48.28,0,248,0,1,2,1,pin_failed_then_success,84.6986,8,0
TXN-0008503,SND-03989,REC-01426,237.97,NGN,p2p,2026-07-08T11:54:32,25,395,12.8,1,465,0,2,3,1,password_reset,0.2473,0,0
TXN-0008504,SND-01832,REC-00816,287.43,GHS,p2p,2026-07-29T16:10:06,41,734,88.65,0,37,0,0,1,1,password_reset,15.84,7,1
TXN-0008505,SND-01032,REC-01225,1175.49,ZAR,p2p,2026-07-12T18:09:28,34,73,620.26,1,943,0,2,2,0,none,0.0,0,1
TXN-0008506,SND-01246,REC-00082,2871.1,XOF,p2p,2026-07-30T17:47:25,53,60,1029.27,1,489,1,2,4,0,none,0.0,0,0
TXN-0008507,SND-01946,REC-01559,735.57,KES,p2p,2026-07-21T22:05:16,27,316,725.44,0,197,0,0,4,0,none,0.0,0,0
TXN-0008508,SND-03907,REC-01689,1582.53,NGN,agent_cashout,2026-07-15T09:47:14,35,115,79.87,0,272,0,0,2,0,none,0.0,0,1
TXN-0008509,SND-02555,REC-02154,299.87,TZS,merchant,2026-07-18T16:08:15,24,363,230.18,1,58,0,0,1,0,none,0.0,0,1
TXN-0008510,SND-00008,REC-02636,1367.83,UGX,p2p,2026-07-26T18:59:18,43,168,170.49,1,16,1,1,2,0,none,0.0,0,1
TXN-0008511,SND-00501,REC-02629,214.57,UGX,bill_pay,2026-07-07T05:08:03,34,532,245.78,0,77,0,0,0,0,none,0.0,0,0
TXN-0008512,SND-01025,REC-02810,122.08,KES,agent_cashout,2026-07-29T00:57:42,51,829,110.63,0,1032,16,27,145,0,none,0.0,0,1
TXN-0008513,SND-01112,REC-02068,48208.47,GHS,bill_pay,2026-07-13T11:29:24,26,307,668.2,0,120,0,0,3,1,password_reset,13.7119,0,0
TXN-0008514,SND-01560,REC-01648,1163.34,ZAR,p2p,2026-07-26T01:43:42,26,1418,622.88,0,553,13,28,142,1,sim_swap_alert,38.7418,1,0
TXN-0008515,SND-03663,REC-01605,390.66,ZAR,bill_pay,2026-07-10T17:10:47,28,249,59.89,0,22,0,0,0,0,none,0.0,0,0
TXN-0008516,SND-00176,REC-02433,18896.94,NGN,bill_pay,2026-07-02T09:40:31,33,1278,1095.58,0,1198,0,1,2,1,password_reset,4.2317,1,1
TXN-0008517,SND-02061,REC-02694,1648.71,XOF,agent_cashout,2026-07-07T19:57:44,44,1756,2064.73,0,938,1,1,1,0,none,0.0,0,0
TXN-0008518,SND-00211,REC-02561,207.92,ZAR,p2p,2026-07-01T19:22:40,32,238,249.31,1,804,16,29,101,0,none,0.0,0,1
TXN-0008519,SND-03874,REC-00021,9777.64,TZS,p2p,2026-07-02T14:14:39,23,2454,1123.81,0,102,0,0,1,0,none,0.0,0,0
TXN-0008520,SND-02935,REC-02614,274.86,UGX,p2p,2026-07-24T05:53:20,35,147,169.54,0,875,0,0,5,1,sim_swap_alert,16.2891,7,1
TXN-0008521,SND-02370,REC-02834,407.8,UGX,merchant,2026-07-11T15:18:57,53,714,300.21,0,1097,0,0,3,0,none,0.0,0,0
TXN-0008522,SND-03517,REC-00311,100.75,XOF,p2p,2026-07-21T12:04:08,39,624,87.99,1,493,0,0,2,1,sim_swap_alert,2.8779,7,0
TXN-0008523,SND-01089,REC-01468,1416.97,NGN,merchant,2026-07-29T12:08:40,27,217,439.53,0,104,0,1,3,1,pin_failed_then_success,9.6847,3,0
TXN-0008524,SND-00376,REC-02108,141.21,NGN,p2p,2026-07-26T14:03:24,30,700,115.42,1,961,0,0,2,0,none,0.0,0,0
TXN-0008525,SND-03699,REC-00635,2894.39,UGX,bill_pay,2026-07-16T15:50:27,22,28,420.1,0,16,0,0,0,0,none,0.0,0,1
TXN-0008526,SND-02000,REC-02663,261.78,NGN,p2p,2026-07-10T15:38:48,26,868,50.47,1,811,0,1,2,0,none,0.0,0,0
TXN-0008527,SND-00101,REC-00696,1072.51,NGN,bill_pay,2026-07-13T05:35:48,34,932,203.0,0,40,0,0,0,1,password_reset,36.6575,1,0
TXN-0008528,SND-03298,REC-01601,152.99,NGN,p2p,2026-07-30T14:42:40,53,54,99.69,0,25,6,38,70,0,none,0.0,0,1
TXN-0008529,SND-02770,REC-00828,76.18,TZS,p2p,2026-07-21T08:58:10,29,114,77.34,1,18,18,28,76,0,none,0.0,0,1
TXN-0008530,SND-01818,REC-02472,1650.8,GHS,bill_pay,2026-07-21T19:54:51,25,138,497.73,0,1624,0,0,4,1,password_reset,6.2553,0,1
TXN-0008531,SND-01034,REC-01439,174.9,XOF,p2p,2026-07-07T14:18:20,34,354,73.86,0,94,0,0,1,1,pin_failed_then_success,11.9671,9,1
TXN-0008532,SND-01726,REC-01077,397.46,TZS,p2p,2026-07-27T07:46:15,26,565,201.52,1,100,14,35,77,0,none,0.0,0,0
TXN-0008533,SND-02455,REC-00646,70.13,KES,agent_cashout,2026-07-18T08:25:58,24,165,40.08,1,372,0,1,2,0,none,0.0,0,0
TXN-0008534,SND-00493,REC-00941,1091.84,XOF,merchant,2026-07-12T13:10:07,28,882,139.35,1,443,0,0,2,0,none,0.0,0,0
TXN-0008535,SND-02330,REC-01612,370.35,UGX,p2p,2026-07-20T16:46:18,42,228,228.86,0,208,8,31,47,0,none,0.0,0,1
TXN-0008536,SND-01390,REC-00721,503.84,TZS,agent_cashout,2026-07-22T12:31:13,52,204,509.36,0,462,0,0,2,1,sim_swap_alert,65.9868,5,1
TXN-0008537,SND-00114,REC-01569,8013.78,TZS,merchant,2026-07-11T07:20:10,52,309,5148.34,0,296,0,0,1,0,none,0.0,0,0
TXN-0008538,SND-00694,REC-00411,4784.15,ZAR,p2p,2026-07-30T23:00:29,33,2177,238.24,0,150,0,0,2,0,none,0.0,0,0
TXN-0008539,SND-01962,REC-02981,510.29,XOF,p2p,2026-07-15T08:55:02,45,489,284.48,0,218,18,59,96,0,none,0.0,0,1
TXN-0008540,SND-03429,REC-00410,1159.3,KES,bill_pay,2026-07-12T19:57:41,29,352,287.01,0,675,0,0,1,0,none,0.0,0,0
TXN-0008541,SND-00900,REC-02213,777.42,ZAR,merchant,2026-07-04T09:50:17,27,500,279.31,0,561,12,39,87,0,none,0.0,0,0
TXN-0008542,SND-02624,REC-01918,16537.67,NGN,p2p,2026-07-30T15:08:45,39,1371,365.31,1,166,0,1,3,1,password_reset,27.4414,1,0
TXN-0008543,SND-02012,REC-02598,13311.26,NGN,p2p,2026-07-03T14:24:54,28,368,179.17,1,386,0,0,1,1,pin_failed_then_success,132.7978,1,1
TXN-0008544,SND-02551,REC-02198,3840.61,TZS,p2p,2026-07-19T14:37:34,33,784,285.81,1,573,0,0,4,1,password_reset,13.3102,0,1
TXN-0008545,SND-00416,REC-02391,4274.04,ZAR,bill_pay,2026-07-22T07:07:28,28,354,399.75,0,221,0,0,1,1,pin_failed_then_success,40.5408,2,1
TXN-0008546,SND-00124,REC-02528,2373.35,ZAR,bill_pay,2026-07-23T13:44:10,35,141,275.47,1,203,0,0,0,0,none,0.0,0,1
